image,class_id,species,breed_id
British_Shorthair_30,10,1,5
leonberger_4,20,2,14
Egyptian_Mau_122,12,1,6
chihuahua_88,11,2,6
British_Shorthair_79,10,1,5
Sphynx_231,34,1,12
Bengal_193,6,1,2
scottish_terrier_180,31,2,21
newfoundland_51,23,2,16
english_cocker_spaniel_158,13,2,7
Sphynx_41,34,1,12
american_pit_bull_terrier_129,3,2,2
havanese_159,17,2,11
Birman_191,7,1,3
Egyptian_Mau_168,12,1,6
Sphynx_84,34,1,12
yorkshire_terrier_47,37,2,25
Ragdoll_181,27,1,9
miniature_pinscher_1,22,2,15
Maine_Coon_143,21,1,7
scottish_terrier_162,31,2,21
staffordshire_bull_terrier_17,35,2,23
chihuahua_96,11,2,6
Russian_Blue_61,28,1,10
keeshond_182,19,2,13
Siamese_138,33,1,11
chihuahua_9,11,2,6
great_pyrenees_128,16,2,10
leonberger_167,20,2,14
chihuahua_98,11,2,6
pug_85,26,2,18
boxer_28,9,2,5
Abyssinian_219,1,1,1
chihuahua_41,11,2,6
shiba_inu_171,32,2,22
Sphynx_164,34,1,12
saint_bernard_85,29,2,19
basset_hound_169,4,2,3
wheaten_terrier_67,36,2,24
yorkshire_terrier_54,37,2,25
scottish_terrier_128,31,2,21
Ragdoll_98,27,1,9
basset_hound_105,4,2,3
beagle_187,5,2,4
newfoundland_107,23,2,16
american_bulldog_141,2,2,1
Ragdoll_84,27,1,9
Russian_Blue_262,28,1,10
boxer_2,9,2,5
Egyptian_Mau_114,12,1,6
samoyed_160,30,2,20
shiba_inu_43,32,2,22
wheaten_terrier_159,36,2,24
english_setter_66,14,2,8
japanese_chin_137,18,2,12
basset_hound_66,4,2,3
Bengal_66,6,1,2
scottish_terrier_44,31,2,21
american_pit_bull_terrier_201,3,2,2
staffordshire_bull_terrier_107,35,2,23
Bombay_191,8,1,4
Birman_200,7,1,3
pug_172,26,2,18
Russian_Blue_215,28,1,10
chihuahua_83,11,2,6
english_cocker_spaniel_77,13,2,7
japanese_chin_87,18,2,12
saint_bernard_131,29,2,19
pomeranian_108,25,2,17
staffordshire_bull_terrier_194,35,2,23
Ragdoll_260,27,1,9
Maine_Coon_119,21,1,7
wheaten_terrier_90,36,2,24
english_cocker_spaniel_25,13,2,7
shiba_inu_93,32,2,22
wheaten_terrier_40,36,2,24
Birman_187,7,1,3
beagle_19,5,2,4
english_cocker_spaniel_102,13,2,7
american_bulldog_98,2,2,1
boxer_184,9,2,5
shiba_inu_129,32,2,22
pomeranian_124,25,2,17
samoyed_136,30,2,20
miniature_pinscher_134,22,2,15
scottish_terrier_106,31,2,21
pomeranian_111,25,2,17
chihuahua_3,11,2,6
staffordshire_bull_terrier_152,35,2,23
wheaten_terrier_51,36,2,24
Russian_Blue_129,28,1,10
boxer_72,9,2,5
Abyssinian_18,1,1,1
basset_hound_189,4,2,3
Egyptian_Mau_170,12,1,6
great_pyrenees_13,16,2,10
scottish_terrier_155,31,2,21
miniature_pinscher_35,22,2,15
staffordshire_bull_terrier_186,35,2,23
Siamese_73,33,1,11
Maine_Coon_96,21,1,7
pug_94,26,2,18
newfoundland_139,23,2,16
american_bulldog_142,2,2,1
pomeranian_121,25,2,17
shiba_inu_46,32,2,22
wheaten_terrier_161,36,2,24
havanese_185,17,2,11
pomeranian_62,25,2,17
miniature_pinscher_159,22,2,15
basset_hound_94,4,2,3
Bengal_31,6,1,2
japanese_chin_118,18,2,12
staffordshire_bull_terrier_201,35,2,23
Egyptian_Mau_138,12,1,6
beagle_44,5,2,4
Abyssinian_48,1,1,1
leonberger_165,20,2,14
yorkshire_terrier_195,37,2,25
Birman_156,7,1,3
saint_bernard_162,29,2,19
Russian_Blue_149,28,1,10
english_cocker_spaniel_142,13,2,7
British_Shorthair_274,10,1,5
american_pit_bull_terrier_45,3,2,2
leonberger_51,20,2,14
german_shorthaired_184,15,2,9
scottish_terrier_121,31,2,21
japanese_chin_140,18,2,12
havanese_5,17,2,11
boxer_157,9,2,5
pug_11,26,2,18
leonberger_170,20,2,14
havanese_84,17,2,11
Siamese_148,33,1,11
american_pit_bull_terrier_51,3,2,2
Bengal_53,6,1,2
pomeranian_75,25,2,17
german_shorthaired_8,15,2,9
Maine_Coon_207,21,1,7
Birman_128,7,1,3
Bombay_93,8,1,4
British_Shorthair_161,10,1,5
chihuahua_116,11,2,6
saint_bernard_67,29,2,19
great_pyrenees_159,16,2,10
newfoundland_83,23,2,16
american_bulldog_67,2,2,1
Ragdoll_182,27,1,9
english_cocker_spaniel_67,13,2,7
leonberger_90,20,2,14
chihuahua_94,11,2,6
german_shorthaired_158,15,2,9
pug_194,26,2,18
Siamese_208,33,1,11
saint_bernard_137,29,2,19
Persian_90,24,1,8
samoyed_26,30,2,20
Ragdoll_69,27,1,9
Bombay_113,8,1,4
Siamese_207,33,1,11
havanese_13,17,2,11
newfoundland_130,23,2,16
Sphynx_116,34,1,12
scottish_terrier_82,31,2,21
yorkshire_terrier_154,37,2,25
staffordshire_bull_terrier_111,35,2,23
yorkshire_terrier_133,37,2,25
Birman_65,7,1,3
havanese_157,17,2,11
Russian_Blue_133,28,1,10
Siamese_52,33,1,11
scottish_terrier_132,31,2,21
basset_hound_68,4,2,3
miniature_pinscher_53,22,2,15
beagle_180,5,2,4
leonberger_58,20,2,14
american_bulldog_69,2,2,1
beagle_128,5,2,4
Sphynx_202,34,1,12
beagle_10,5,2,4
american_bulldog_58,2,2,1
newfoundland_82,23,2,16
scottish_terrier_118,31,2,21
pomeranian_10,25,2,17
Persian_175,24,1,8
chihuahua_23,11,2,6
Birman_146,7,1,3
Maine_Coon_107,21,1,7
Egyptian_Mau_50,12,1,6
Bengal_38,6,1,2
wheaten_terrier_181,36,2,24
yorkshire_terrier_174,37,2,25
wheaten_terrier_48,36,2,24
american_pit_bull_terrier_174,3,2,2
miniature_pinscher_154,22,2,15
Birman_44,7,1,3
beagle_192,5,2,4
Bengal_8,6,1,2
english_cocker_spaniel_131,13,2,7
havanese_145,17,2,11
yorkshire_terrier_114,37,2,25
Bombay_48,8,1,4
german_shorthaired_87,15,2,9
scottish_terrier_55,31,2,21
Birman_145,7,1,3
havanese_190,17,2,11
american_bulldog_26,2,2,1
pug_61,26,2,18
Bengal_111,6,1,2
shiba_inu_98,32,2,22
beagle_155,5,2,4
pomeranian_191,25,2,17
saint_bernard_92,29,2,19
leonberger_19,20,2,14
american_pit_bull_terrier_49,3,2,2
keeshond_198,19,2,13
Egyptian_Mau_63,12,1,6
scottish_terrier_168,31,2,21
pug_65,26,2,18
Persian_264,24,1,8
havanese_53,17,2,11
japanese_chin_62,18,2,12
newfoundland_21,23,2,16
boxer_90,9,2,5
newfoundland_61,23,2,16
wheaten_terrier_151,36,2,24
beagle_47,5,2,4
keeshond_141,19,2,13
wheaten_terrier_6,36,2,24
yorkshire_terrier_112,37,2,25
yorkshire_terrier_119,37,2,25
boxer_7,9,2,5
havanese_72,17,2,11
japanese_chin_135,18,2,12
pomeranian_128,25,2,17
British_Shorthair_104,10,1,5
shiba_inu_39,32,2,22
Siamese_249,33,1,11
japanese_chin_196,18,2,12
Bengal_177,6,1,2
British_Shorthair_102,10,1,5
english_setter_175,14,2,8
german_shorthaired_196,15,2,9
havanese_39,17,2,11
english_cocker_spaniel_98,13,2,7
Egyptian_Mau_112,12,1,6
boxer_140,9,2,5
shiba_inu_69,32,2,22
British_Shorthair_271,10,1,5
Sphynx_2,34,1,12
basset_hound_111,4,2,3
wheaten_terrier_87,36,2,24
english_cocker_spaniel_19,13,2,7
Egyptian_Mau_94,12,1,6
Sphynx_37,34,1,12
scottish_terrier_107,31,2,21
german_shorthaired_135,15,2,9
shiba_inu_137,32,2,22
Ragdoll_44,27,1,9
Maine_Coon_148,21,1,7
keeshond_142,19,2,13
Siamese_161,33,1,11
British_Shorthair_68,10,1,5
pomeranian_60,25,2,17
Russian_Blue_200,28,1,10
Siamese_58,33,1,11
keeshond_161,19,2,13
shiba_inu_87,32,2,22
american_bulldog_23,2,2,1
Maine_Coon_51,21,1,7
shiba_inu_12,32,2,22
keeshond_58,19,2,13
beagle_184,5,2,4
pomeranian_21,25,2,17
Egyptian_Mau_117,12,1,6
shiba_inu_110,32,2,22
Maine_Coon_164,21,1,7
Bengal_70,6,1,2
Birman_37,7,1,3
american_pit_bull_terrier_122,3,2,2
american_pit_bull_terrier_143,3,2,2
beagle_93,5,2,4
german_shorthaired_161,15,2,9
samoyed_129,30,2,20
japanese_chin_3,18,2,12
Birman_134,7,1,3
english_setter_142,14,2,8
Abyssinian_176,1,1,1
British_Shorthair_10,10,1,5
Ragdoll_264,27,1,9
saint_bernard_158,29,2,19
scottish_terrier_153,31,2,21
american_bulldog_36,2,2,1
leonberger_95,20,2,14
Persian_145,24,1,8
american_bulldog_65,2,2,1
newfoundland_136,23,2,16
Ragdoll_145,27,1,9
shiba_inu_22,32,2,22
beagle_52,5,2,4
Maine_Coon_121,21,1,7
saint_bernard_106,29,2,19
yorkshire_terrier_156,37,2,25
great_pyrenees_148,16,2,10
great_pyrenees_180,16,2,10
newfoundland_144,23,2,16
japanese_chin_60,18,2,12
Ragdoll_56,27,1,9
Bengal_137,6,1,2
boxer_190,9,2,5
american_bulldog_114,2,2,1
shiba_inu_8,32,2,22
Birman_99,7,1,3
newfoundland_4,23,2,16
wheaten_terrier_79,36,2,24
Russian_Blue_179,28,1,10
Sphynx_19,34,1,12
yorkshire_terrier_53,37,2,25
Siamese_201,33,1,11
shiba_inu_117,32,2,22
newfoundland_170,23,2,16
Abyssinian_44,1,1,1
american_bulldog_124,2,2,1
yorkshire_terrier_127,37,2,25
samoyed_155,30,2,20
pomeranian_138,25,2,17
keeshond_105,19,2,13
Sphynx_194,34,1,12
scottish_terrier_166,31,2,21
newfoundland_162,23,2,16
german_shorthaired_172,15,2,9
newfoundland_171,23,2,16
havanese_24,17,2,11
staffordshire_bull_terrier_158,35,2,23
Bombay_65,8,1,4
Persian_29,24,1,8
japanese_chin_45,18,2,12
beagle_123,5,2,4
keeshond_125,19,2,13
great_pyrenees_125,16,2,10
wheaten_terrier_144,36,2,24
leonberger_120,20,2,14
Persian_87,24,1,8
beagle_87,5,2,4
newfoundland_50,23,2,16
Russian_Blue_45,28,1,10
american_pit_bull_terrier_119,3,2,2
keeshond_180,19,2,13
Egyptian_Mau_19,12,1,6
leonberger_121,20,2,14
wheaten_terrier_50,36,2,24
saint_bernard_89,29,2,19
yorkshire_terrier_186,37,2,25
keeshond_146,19,2,13
basset_hound_152,4,2,3
english_setter_64,14,2,8
Russian_Blue_17,28,1,10
Birman_84,7,1,3
British_Shorthair_31,10,1,5
Persian_221,24,1,8
Bengal_157,6,1,2
Sphynx_114,34,1,12
staffordshire_bull_terrier_23,35,2,23
german_shorthaired_127,15,2,9
havanese_9,17,2,11
staffordshire_bull_terrier_156,35,2,23
Siamese_77,33,1,11
saint_bernard_200,29,2,19
basset_hound_197,4,2,3
great_pyrenees_94,16,2,10
german_shorthaired_166,15,2,9
scottish_terrier_142,31,2,21
english_setter_171,14,2,8
Bengal_151,6,1,2
pomeranian_2,25,2,17
german_shorthaired_54,15,2,9
British_Shorthair_96,10,1,5
Bengal_199,6,1,2
saint_bernard_19,29,2,19
pug_132,26,2,18
american_pit_bull_terrier_64,3,2,2
wheaten_terrier_32,36,2,24
Sphynx_67,34,1,12
saint_bernard_116,29,2,19
shiba_inu_126,32,2,22
Ragdoll_42,27,1,9
samoyed_191,30,2,20
Bombay_6,8,1,4
Abyssinian_96,1,1,1
wheaten_terrier_19,36,2,24
japanese_chin_5,18,2,12
miniature_pinscher_130,22,2,15
Russian_Blue_54,28,1,10
British_Shorthair_93,10,1,5
scottish_terrier_68,31,2,21
Russian_Blue_135,28,1,10
Abyssinian_97,1,1,1
wheaten_terrier_77,36,2,24
Birman_125,7,1,3
pomeranian_55,25,2,17
Sphynx_54,34,1,12
american_pit_bull_terrier_71,3,2,2
pug_137,26,2,18
shiba_inu_139,32,2,22
newfoundland_148,23,2,16
wheaten_terrier_106,36,2,24
miniature_pinscher_54,22,2,15
great_pyrenees_32,16,2,10
Maine_Coon_5,21,1,7
scottish_terrier_160,31,2,21
Ragdoll_263,27,1,9
Bombay_53,8,1,4
chihuahua_86,11,2,6
Maine_Coon_268,21,1,7
american_bulldog_176,2,2,1
japanese_chin_124,18,2,12
boxer_101,9,2,5
British_Shorthair_272,10,1,5
Abyssinian_5,1,1,1
chihuahua_181,11,2,6
scottish_terrier_157,31,2,21
great_pyrenees_124,16,2,10
Siamese_224,33,1,11
British_Shorthair_213,10,1,5
Bombay_183,8,1,4
Siamese_71,33,1,11
Bombay_146,8,1,4
pug_64,26,2,18
staffordshire_bull_terrier_51,35,2,23
Birman_164,7,1,3
Bombay_13,8,1,4
Persian_45,24,1,8
leonberger_12,20,2,14
Ragdoll_195,27,1,9
scottish_terrier_176,31,2,21
Abyssinian_117,1,1,1
english_cocker_spaniel_141,13,2,7
Egyptian_Mau_93,12,1,6
newfoundland_106,23,2,16
basset_hound_83,4,2,3
British_Shorthair_178,10,1,5
samoyed_109,30,2,20
chihuahua_115,11,2,6
english_cocker_spaniel_78,13,2,7
Birman_154,7,1,3
keeshond_178,19,2,13
Birman_39,7,1,3
chihuahua_89,11,2,6
samoyed_174,30,2,20
Birman_85,7,1,3
samoyed_188,30,2,20
Egyptian_Mau_46,12,1,6
Egyptian_Mau_156,12,1,6
basset_hound_136,4,2,3
english_setter_155,14,2,8
newfoundland_198,23,2,16
Abyssinian_45,1,1,1
pug_106,26,2,18
Maine_Coon_56,21,1,7
Birman_48,7,1,3
Ragdoll_135,27,1,9
Persian_17,24,1,8
British_Shorthair_144,10,1,5
yorkshire_terrier_44,37,2,25
Ragdoll_5,27,1,9
miniature_pinscher_74,22,2,15
Siamese_154,33,1,11
Bengal_186,6,1,2
pomeranian_5,25,2,17
scottish_terrier_192,31,2,21
Sphynx_39,34,1,12
english_setter_82,14,2,8
Egyptian_Mau_209,12,1,6
havanese_162,17,2,11
german_shorthaired_160,15,2,9
miniature_pinscher_132,22,2,15
saint_bernard_181,29,2,19
shiba_inu_113,32,2,22
Siamese_181,33,1,11
keeshond_172,19,2,13
german_shorthaired_2,15,2,9
Egyptian_Mau_21,12,1,6
Bengal_176,6,1,2
beagle_176,5,2,4
basset_hound_168,4,2,3
beagle_162,5,2,4
staffordshire_bull_terrier_1,35,2,23
boxer_193,9,2,5
Persian_217,24,1,8
pug_54,26,2,18
american_bulldog_39,2,2,1
Maine_Coon_116,21,1,7
american_bulldog_66,2,2,1
Persian_112,24,1,8
great_pyrenees_177,16,2,10
great_pyrenees_154,16,2,10
chihuahua_82,11,2,6
german_shorthaired_14,15,2,9
Siamese_184,33,1,11
shiba_inu_164,32,2,22
Persian_270,24,1,8
english_setter_30,14,2,8
Birman_41,7,1,3
boxer_118,9,2,5
Sphynx_99,34,1,12
yorkshire_terrier_105,37,2,25
american_bulldog_100,2,2,1
Bengal_144,6,1,2
newfoundland_3,23,2,16
beagle_60,5,2,4
Birman_47,7,1,3
newfoundland_188,23,2,16
boxer_199,9,2,5
english_cocker_spaniel_154,13,2,7
saint_bernard_180,29,2,19
Maine_Coon_77,21,1,7
great_pyrenees_43,16,2,10
american_bulldog_214,2,2,1
saint_bernard_192,29,2,19
japanese_chin_192,18,2,12
great_pyrenees_129,16,2,10
basset_hound_175,4,2,3
Abyssinian_99,1,1,1
american_pit_bull_terrier_168,3,2,2
japanese_chin_12,18,2,12
pomeranian_67,25,2,17
american_bulldog_22,2,2,1
american_bulldog_132,2,2,1
pug_115,26,2,18
great_pyrenees_38,16,2,10
great_pyrenees_175,16,2,10
samoyed_140,30,2,20
miniature_pinscher_91,22,2,15
saint_bernard_156,29,2,19
Maine_Coon_25,21,1,7
Russian_Blue_55,28,1,10
havanese_55,17,2,11
german_shorthaired_156,15,2,9
miniature_pinscher_108,22,2,15
Bengal_30,6,1,2
keeshond_163,19,2,13
Ragdoll_113,27,1,9
Siamese_113,33,1,11
samoyed_143,30,2,20
Persian_261,24,1,8
shiba_inu_80,32,2,22
german_shorthaired_113,15,2,9
newfoundland_173,23,2,16
miniature_pinscher_23,22,2,15
newfoundland_24,23,2,16
Bengal_140,6,1,2
english_setter_107,14,2,8
american_bulldog_112,2,2,1
japanese_chin_50,18,2,12
Siamese_193,33,1,11
basset_hound_75,4,2,3
leonberger_49,20,2,14
german_shorthaired_193,15,2,9
english_setter_22,14,2,8
great_pyrenees_105,16,2,10
american_bulldog_172,2,2,1
beagle_202,5,2,4
keeshond_68,19,2,13
staffordshire_bull_terrier_104,35,2,23
great_pyrenees_45,16,2,10
pomeranian_28,25,2,17
Birman_114,7,1,3
beagle_136,5,2,4
Sphynx_104,34,1,12
shiba_inu_181,32,2,22
British_Shorthair_198,10,1,5
staffordshire_bull_terrier_67,35,2,23
basset_hound_6,4,2,3
Siamese_139,33,1,11
pug_66,26,2,18
english_cocker_spaniel_107,13,2,7
german_shorthaired_91,15,2,9
german_shorthaired_25,15,2,9
leonberger_28,20,2,14
Siamese_19,33,1,11
boxer_139,9,2,5
german_shorthaired_191,15,2,9
Siamese_23,33,1,11
american_bulldog_179,2,2,1
keeshond_47,19,2,13
havanese_160,17,2,11
staffordshire_bull_terrier_70,35,2,23
leonberger_65,20,2,14
pug_143,26,2,18
japanese_chin_20,18,2,12
Sphynx_240,34,1,12
miniature_pinscher_19,22,2,15
Russian_Blue_151,28,1,10
english_setter_121,14,2,8
Egyptian_Mau_11,12,1,6
pomeranian_78,25,2,17
Siamese_101,33,1,11
Bengal_50,6,1,2
shiba_inu_4,32,2,22
boxer_70,9,2,5
Sphynx_131,34,1,12
newfoundland_45,23,2,16
saint_bernard_182,29,2,19
saint_bernard_57,29,2,19
staffordshire_bull_terrier_102,35,2,23
beagle_160,5,2,4
Bombay_105,8,1,4
Abyssinian_26,1,1,1
japanese_chin_94,18,2,12
Russian_Blue_253,28,1,10
scottish_terrier_18,31,2,21
great_pyrenees_60,16,2,10
Ragdoll_4,27,1,9
staffordshire_bull_terrier_30,35,2,23
chihuahua_1,11,2,6
staffordshire_bull_terrier_109,35,2,23
Maine_Coon_9,21,1,7
basset_hound_97,4,2,3
basset_hound_93,4,2,3
pomeranian_31,25,2,17
newfoundland_177,23,2,16
boxer_179,9,2,5
german_shorthaired_120,15,2,9
english_cocker_spaniel_1,13,2,7
japanese_chin_48,18,2,12
newfoundland_36,23,2,16
pug_109,26,2,18
leonberger_82,20,2,14
Bombay_184,8,1,4
staffordshire_bull_terrier_28,35,2,23
Sphynx_20,34,1,12
english_setter_57,14,2,8
Sphynx_138,34,1,12
wheaten_terrier_11,36,2,24
chihuahua_50,11,2,6
staffordshire_bull_terrier_55,35,2,23
samoyed_84,30,2,20
Bengal_110,6,1,2
Abyssinian_204,1,1,1
german_shorthaired_92,15,2,9
newfoundland_191,23,2,16
japanese_chin_156,18,2,12
keeshond_113,19,2,13
Russian_Blue_191,28,1,10
beagle_68,5,2,4
wheaten_terrier_57,36,2,24
Maine_Coon_53,21,1,7
pug_3,26,2,18
havanese_122,17,2,11
Russian_Blue_13,28,1,10
great_pyrenees_133,16,2,10
miniature_pinscher_129,22,2,15
British_Shorthair_37,10,1,5
leonberger_160,20,2,14
samoyed_112,30,2,20
shiba_inu_144,32,2,22
german_shorthaired_1,15,2,9
Bengal_127,6,1,2
British_Shorthair_241,10,1,5
keeshond_154,19,2,13
saint_bernard_74,29,2,19
leonberger_45,20,2,14
Birman_106,7,1,3
great_pyrenees_56,16,2,10
newfoundland_178,23,2,16
samoyed_79,30,2,20
american_pit_bull_terrier_132,3,2,2
Birman_43,7,1,3
chihuahua_172,11,2,6
Russian_Blue_81,28,1,10
basset_hound_115,4,2,3
basset_hound_40,4,2,3
staffordshire_bull_terrier_21,35,2,23
german_shorthaired_176,15,2,9
german_shorthaired_36,15,2,9
chihuahua_127,11,2,6
chihuahua_171,11,2,6
shiba_inu_150,32,2,22
great_pyrenees_184,16,2,10
japanese_chin_132,18,2,12
keeshond_138,19,2,13
yorkshire_terrier_96,37,2,25
Russian_Blue_66,28,1,10
chihuahua_92,11,2,6
american_pit_bull_terrier_164,3,2,2
chihuahua_7,11,2,6
keeshond_123,19,2,13
boxer_169,9,2,5
Ragdoll_147,27,1,9
Ragdoll_96,27,1,9
Maine_Coon_60,21,1,7
english_cocker_spaniel_50,13,2,7
german_shorthaired_163,15,2,9
great_pyrenees_116,16,2,10
Abyssinian_10,1,1,1
Siamese_110,33,1,11
keeshond_139,19,2,13
Abyssinian_183,1,1,1
chihuahua_157,11,2,6
beagle_82,5,2,4
Bengal_128,6,1,2
Persian_60,24,1,8
japanese_chin_160,18,2,12
pomeranian_189,25,2,17
american_pit_bull_terrier_175,3,2,2
Sphynx_232,34,1,12
Bengal_173,6,1,2
Persian_158,24,1,8
beagle_139,5,2,4
basset_hound_45,4,2,3
pug_120,26,2,18
german_shorthaired_41,15,2,9
english_setter_136,14,2,8
miniature_pinscher_73,22,2,15
havanese_12,17,2,11
keeshond_104,19,2,13
Siamese_51,33,1,11
Ragdoll_72,27,1,9
english_cocker_spaniel_188,13,2,7
Maine_Coon_109,21,1,7
saint_bernard_176,29,2,19
Persian_55,24,1,8
beagle_80,5,2,4
english_cocker_spaniel_92,13,2,7
newfoundland_111,23,2,16
miniature_pinscher_178,22,2,15
Bombay_108,8,1,4
keeshond_196,19,2,13
wheaten_terrier_121,36,2,24
american_pit_bull_terrier_73,3,2,2
Bombay_30,8,1,4
boxer_174,9,2,5
american_pit_bull_terrier_133,3,2,2
miniature_pinscher_119,22,2,15
yorkshire_terrier_66,37,2,25
British_Shorthair_270,10,1,5
miniature_pinscher_137,22,2,15
miniature_pinscher_47,22,2,15
Russian_Blue_187,28,1,10
shiba_inu_86,32,2,22
wheaten_terrier_199,36,2,24
British_Shorthair_51,10,1,5
Ragdoll_155,27,1,9
newfoundland_90,23,2,16
keeshond_88,19,2,13
chihuahua_73,11,2,6
Siamese_36,33,1,11
newfoundland_109,23,2,16
keeshond_152,19,2,13
Bengal_145,6,1,2
Abyssinian_170,1,1,1
english_cocker_spaniel_190,13,2,7
pomeranian_169,25,2,17
Maine_Coon_48,21,1,7
havanese_184,17,2,11
staffordshire_bull_terrier_132,35,2,23
Russian_Blue_171,28,1,10
keeshond_96,19,2,13
pomeranian_116,25,2,17
american_bulldog_109,2,2,1
saint_bernard_170,29,2,19
Abyssinian_24,1,1,1
scottish_terrier_47,31,2,21
Sphynx_71,34,1,12
pug_101,26,2,18
Sphynx_211,34,1,12
Maine_Coon_249,21,1,7
British_Shorthair_34,10,1,5
japanese_chin_91,18,2,12
Ragdoll_60,27,1,9
english_cocker_spaniel_2,13,2,7
newfoundland_73,23,2,16
japanese_chin_9,18,2,12
basset_hound_129,4,2,3
leonberger_134,20,2,14
wheaten_terrier_111,36,2,24
British_Shorthair_111,10,1,5
Persian_114,24,1,8
samoyed_27,30,2,20
german_shorthaired_43,15,2,9
pug_102,26,2,18
german_shorthaired_132,15,2,9
shiba_inu_206,32,2,22
samoyed_39,30,2,20
american_bulldog_120,2,2,1
newfoundland_184,23,2,16
newfoundland_16,23,2,16
keeshond_23,19,2,13
shiba_inu_165,32,2,22
Birman_53,7,1,3
Birman_91,7,1,3
american_bulldog_180,2,2,1
Abyssinian_16,1,1,1
Abyssinian_128,1,1,1
keeshond_157,19,2,13
British_Shorthair_59,10,1,5
wheaten_terrier_137,36,2,24
japanese_chin_155,18,2,12
boxer_16,9,2,5
Birman_60,7,1,3
pug_110,26,2,18
chihuahua_75,11,2,6
havanese_183,17,2,11
english_setter_123,14,2,8
pomeranian_115,25,2,17
english_setter_31,14,2,8
Siamese_14,33,1,11
samoyed_184,30,2,20
pomeranian_23,25,2,17
Siamese_173,33,1,11
Maine_Coon_98,21,1,7
Bengal_101,6,1,2
pomeranian_187,25,2,17
British_Shorthair_269,10,1,5
Siamese_5,33,1,11
keeshond_181,19,2,13
staffordshire_bull_terrier_110,35,2,23
great_pyrenees_1,16,2,10
basset_hound_17,4,2,3
chihuahua_194,11,2,6
newfoundland_105,23,2,16
basset_hound_156,4,2,3
Ragdoll_67,27,1,9
chihuahua_69,11,2,6
wheaten_terrier_171,36,2,24
yorkshire_terrier_163,37,2,25
boxer_107,9,2,5
english_cocker_spaniel_22,13,2,7
english_cocker_spaniel_186,13,2,7
Egyptian_Mau_164,12,1,6
Bombay_7,8,1,4
basset_hound_78,4,2,3
german_shorthaired_81,15,2,9
beagle_78,5,2,4
leonberger_8,20,2,14
miniature_pinscher_14,22,2,15
Siamese_99,33,1,11
beagle_48,5,2,4
Abyssinian_7,1,1,1
Persian_111,24,1,8
beagle_149,5,2,4
samoyed_137,30,2,20
pug_75,26,2,18
newfoundland_123,23,2,16
wheaten_terrier_186,36,2,24
saint_bernard_61,29,2,19
pomeranian_91,25,2,17
english_cocker_spaniel_11,13,2,7
Bengal_150,6,1,2
Egyptian_Mau_115,12,1,6
japanese_chin_109,18,2,12
Bengal_87,6,1,2
great_pyrenees_97,16,2,10
newfoundland_55,23,2,16
Siamese_41,33,1,11
staffordshire_bull_terrier_98,35,2,23
Bengal_65,6,1,2
staffordshire_bull_terrier_91,35,2,23
american_pit_bull_terrier_188,3,2,2
samoyed_2,30,2,20
Sphynx_73,34,1,12
Egyptian_Mau_161,12,1,6
american_pit_bull_terrier_10,3,2,2
miniature_pinscher_186,22,2,15
yorkshire_terrier_81,37,2,25
great_pyrenees_35,16,2,10
havanese_102,17,2,11
shiba_inu_107,32,2,22
american_bulldog_181,2,2,1
Ragdoll_88,27,1,9
shiba_inu_173,32,2,22
wheaten_terrier_116,36,2,24
basset_hound_119,4,2,3
saint_bernard_46,29,2,19
basset_hound_65,4,2,3
Sphynx_51,34,1,12
Siamese_140,33,1,11
havanese_58,17,2,11
english_setter_157,14,2,8
Bombay_42,8,1,4
scottish_terrier_156,31,2,21
shiba_inu_191,32,2,22
great_pyrenees_40,16,2,10
american_bulldog_20,2,2,1
British_Shorthair_16,10,1,5
american_bulldog_29,2,2,1
newfoundland_145,23,2,16
english_setter_37,14,2,8
basset_hound_51,4,2,3
Maine_Coon_32,21,1,7
english_cocker_spaniel_60,13,2,7
english_setter_78,14,2,8
scottish_terrier_46,31,2,21
Egyptian_Mau_3,12,1,6
British_Shorthair_125,10,1,5
Ragdoll_97,27,1,9
Birman_159,7,1,3
shiba_inu_23,32,2,22
Sphynx_152,34,1,12
havanese_136,17,2,11
keeshond_102,19,2,13
Birman_49,7,1,3
newfoundland_167,23,2,16
chihuahua_176,11,2,6
japanese_chin_130,18,2,12
Bengal_122,6,1,2
american_bulldog_84,2,2,1
Egyptian_Mau_12,12,1,6
great_pyrenees_36,16,2,10
Bombay_141,8,1,4
Russian_Blue_57,28,1,10
pomeranian_6,25,2,17
keeshond_28,19,2,13
saint_bernard_133,29,2,19
pomeranian_193,25,2,17
havanese_147,17,2,11
great_pyrenees_96,16,2,10
newfoundland_112,23,2,16
shiba_inu_83,32,2,22
havanese_164,17,2,11
Sphynx_111,34,1,12
chihuahua_103,11,2,6
miniature_pinscher_161,22,2,15
pug_176,26,2,18
Persian_161,24,1,8
Maine_Coon_270,21,1,7
Siamese_57,33,1,11
boxer_150,9,2,5
chihuahua_150,11,2,6
miniature_pinscher_82,22,2,15
english_setter_62,14,2,8
Ragdoll_126,27,1,9
Bengal_11,6,1,2
staffordshire_bull_terrier_163,35,2,23
newfoundland_41,23,2,16
keeshond_44,19,2,13
Siamese_103,33,1,11
Bengal_68,6,1,2
beagle_151,5,2,4
yorkshire_terrier_111,37,2,25
staffordshire_bull_terrier_105,35,2,23
Ragdoll_36,27,1,9
pug_179,26,2,18
miniature_pinscher_111,22,2,15
yorkshire_terrier_30,37,2,25
